deviceId,time,ExpiredCO2,ExpiredO2,MVe,flowrate,frequency,pressure,ventilationMode,volumePerMinute,volumePerMovement,current,pressure1,pressure2,temperature1,temperature2
3089,1587245312,5.39,39.67,6345,-5195,10,1,Flowrate Control,2200,220,50,49,118,26.27,23.71
3089,1587245314,5.34,39.21,6345,-9655,10,5,Flowrate Control,2200,220,50,81,293,26.33,23.89
3089,1587245316,5.24,38.78,6345,-4532,10,1,Flowrate Control,2200,220,50,47,106,26.57,23.86
3089,1587245318,5.25,38.57,6345,-11746,10,5,Flowrate Control,2200,220,50,83,294,26.83,23.86
3089,1587245320,5.3,38.34,6345,-4532,10,1,Flowrate Control,2200,220,50,48,109,26.74,23.74
3089,1587245322,5.27,38.72,6345,-13584,10,5,Flowrate Control,2200,220,50,81,289,26.89,23.83
3089,1587245324,5.17,39.43,6345,-4531,10,1,Flowrate Control,2200,220,50,48,109,27.01,24.02
3089,1587245326,5.14,38.94,6345,-17736,10,4,Flowrate Control,2200,220,50,81,290,27.2,23.9
3089,1587245328,5.14,38.3,6345,-4532,10,1,Flowrate Control,2200,220,50,48,109,27.11,23.85
3089,1587245330,5.2,37.74,6345,-12287,10,5,Flowrate Control,2200,220,50,81,289,27.22,23.69
3089,1587245332,5.23,37.48,6345,-4532,10,1,Flowrate Control,2200,220,50,48,109,27.43,23.59
3089,1587245334,5.29,37.5,6345,-8549,10,5,Flowrate Control,2200,220,50,82,290,27.38,23.8
3089,1587245336,5.34,38.15,6345,-4532,10,1,Flowrate Control,2200,220,50,48,109,27.59,23.87
3089,1587245338,5.37,38.81,6345,-11816,10,5,Flowrate Control,2200,220,50,81,290,27.48,23.66
3089,1587245340,5.3,38.48,6345,-4531,10,1,Flowrate Control,2200,220,50,48,113,27.57,23.61
3089,1587245342,5.26,38.24,6345,-3594,10,5,Flowrate Control,2200,220,50,122,342,27.53,23.68
3089,1587245344,5.36,38.29,6345,-5253,10,1,Flowrate Control,2200,220,50,49,122,27.32,23.69
3089,1587245346,5.34,38.82,6345,-92,10,5,Flowrate Control,2200,220,50,124,343,27.08,23.9
3089,1587245348,5.27,38.63,6345,-5142,10,1,Flowrate Control,2200,220,50,49,113,27.3,24.12
3089,1587245350,5.32,38.04,6345,-11959,10,5,Flowrate Control,2200,220,50,82,293,27.47,24.16
3089,1587245352,5.27,38.09,6345,-4532,10,1,Flowrate Control,2200,220,50,47,106,27.53,23.94
3089,1587245354,5.3,38.68,6345,-7029,10,5,Flowrate Control,2200,220,50,123,334,27.3,24.05
3089,1587245356,5.37,38.15,6345,-5018,10,1,Flowrate Control,2200,220,50,49,113,27.35,23.85
3089,1587245358,5.27,38.9,6345,-1343,10,5,Flowrate Control,2200,220,50,122,333,27.58,23.69
3089,1587245360,5.22,38.36,6345,-5298,10,1,Flowrate Control,2200,220,50,49,118,27.49,23.46
3089,1587245362,5.18,38.38,6345,-551,10,5,Flowrate Control,2200,220,50,122,332,27.46,23.58
3089,1587245364,5.1,37.73,6345,-5199,10,1,Flowrate Control,2200,220,50,49,113,27.33,23.57
3089,1587245366,5.11,38.32,6345,-9655,10,5,Flowrate Control,2200,220,50,82,293,27.13,23.5
3089,1587245368,5.04,37.75,6345,-4532,10,1,Flowrate Control,2200,220,50,48,109,27.18,23.66
3089,1587245370,5.11,37.86,6345,-7096,10,5,Flowrate Control,2200,220,50,130,344,26.97,23.6
3089,1587245372,5.17,38.35,6345,-5287,10,1,Flowrate Control,2200,220,50,49,118,26.87,23.75
3089,1587245374,5.14,38.84,6345,-9655,10,5,Flowrate Control,2200,220,50,81,289,27.01,23.95
3089,1587245376,5.13,39.26,6345,-4532,10,1,Flowrate Control,2200,220,50,47,106,26.75,23.87
3089,1587245378,5.08,39.97,6345,-18442,10,4,Flowrate Control,2200,220,50,81,289,26.53,23.87
3089,1587245380,5.09,39.69,6345,-4531,10,1,Flowrate Control,2200,220,50,48,113,26.62,23.68
3089,1587245382,5.14,40.22,6345,-9205,10,5,Flowrate Control,2200,220,50,122,333,26.48,23.66
3089,1587245384,5.11,39.68,6345,-5295,10,1,Flowrate Control,2200,220,50,49,118,26.39,23.87
3089,1587245386,5.1,40.23,6345,-9654,10,5,Flowrate Control,2200,220,50,81,293,26.37,23.89
3089,1587245388,5.2,40.09,6345,-4532,10,1,Flowrate Control,2200,220,50,49,113,26.22,23.98
3089,1587245390,5.2,39.69,6345,-228,10,5,Flowrate Control,2200,220,50,122,332,26.11,23.89
3089,1587245392,5.25,40.32,6345,-5266,10,1,Flowrate Control,2200,220,50,49,118,26.19,24.07
3089,1587245394,5.3,39.91,6345,-223,10,5,Flowrate Control,2200,220,50,122,332,26.29,24.1
3089,1587245396,5.2,39.76,6345,-5283,10,1,Flowrate Control,2200,220,50,49,113,26.26,24.04
3089,1587245398,5.21,40.28,6345,-6666,10,5,Flowrate Control,2200,220,50,121,331,26.49,24.17
3089,1587245400,5.3,40.51,6345,-5266,10,1,Flowrate Control,2200,220,50,50,122,26.65,24.03
3089,1587245402,5.37,41.15,6345,-502,10,5,Flowrate Control,2200,220,50,124,343,26.68,23.82
3089,1587245404,5.28,41.97,6345,-5018,10,1,Flowrate Control,2200,220,50,49,122,26.62,23.81
3089,1587245406,5.24,42.06,6345,-154,10,5,Flowrate Control,2200,220,50,122,341,26.68,24.0
3089,1587245408,5.29,42.38,6345,-5189,10,1,Flowrate Control,2200,220,50,49,122,26.94,24.06
3089,1587245410,5.24,43.15,6345,-544,10,5,Flowrate Control,2200,220,50,122,333,26.95,24.1
3089,1587245412,5.32,42.81,6345,-5231,10,1,Flowrate Control,2200,220,50,49,113,27.12,24.3
3089,1587245414,5.25,42.51,6345,-11661,10,5,Flowrate Control,2200,220,50,81,289,27.17,24.15
3089,1587245416,5.34,42.15,6345,-4532,10,1,Flowrate Control,2200,220,50,48,109,27.28,24.38
3089,1587245418,5.26,41.89,6345,-9655,10,5,Flowrate Control,2200,220,50,81,289,27.23,24.56
3089,1587245420,5.35,42.31,6345,-4532,10,1,Flowrate Control,2200,220,50,47,109,27.47,24.47
3089,1587245422,5.25,41.86,6345,-9057,10,5,Flowrate Control,2200,220,50,121,340,27.66,24.69
3089,1587245424,5.33,42.67,6345,-5018,10,1,Flowrate Control,2200,220,50,48,109,27.59,24.67
3089,1587245426,5.24,42.13,6345,-11808,10,5,Flowrate Control,2200,220,50,85,294,27.71,24.59
3089,1587245428,5.18,41.51,6345,-4531,10,1,Flowrate Control,2200,220,50,48,109,27.82,24.48
3089,1587245430,5.12,41.59,6345,-7939,10,5,Flowrate Control,2200,220,50,81,290,27.91,24.53
3089,1587245432,5.08,41.98,6345,-4532,10,1,Flowrate Control,2200,220,50,47,106,27.98,24.52
3089,1587245434,5.01,42.16,6345,-11745,10,5,Flowrate Control,2200,220,50,83,292,28.18,24.42
3089,1587245436,5.05,42.07,6345,-4532,10,1,Flowrate Control,2200,220,50,47,106,28.29,24.46
3089,1587245438,5.1,41.43,6345,-9655,10,5,Flowrate Control,2200,220,50,85,293,28.39,24.45
3089,1587245440,5.07,41.89,6345,-4532,10,1,Flowrate Control,2200,220,50,48,109,28.17,24.45
3089,1587245442,5.14,42.05,6345,-378,10,5,Flowrate Control,2200,220,50,130,345,28.15,24.68
3089,1587245444,5.11,42.45,6345,-5282,10,1,Flowrate Control,2200,220,50,49,125,28.05,24.57
3089,1587245446,5.18,42.17,6345,-95,10,5,Flowrate Control,2200,220,50,124,335,28.18,24.61
3089,1587245448,5.26,42.84,6345,-5237,10,1,Flowrate Control,2200,220,50,49,118,27.91,24.62
3089,1587245450,5.18,42.15,6345,-276,10,5,Flowrate Control,2200,220,50,124,335,27.86,24.41
3089,1587245452,5.24,42.27,6345,-5276,10,1,Flowrate Control,2200,220,50,49,122,27.62,24.27
3089,1587245454,5.24,42.37,6345,-223,10,5,Flowrate Control,2200,220,50,122,332,27.69,24.49
3089,1587245456,5.21,41.59,6345,-5255,10,1,Flowrate Control,2200,220,50,49,122,27.77,24.25
3089,1587245458,5.15,42.14,6345,-378,10,5,Flowrate Control,2200,220,50,122,332,27.93,24.21
3089,1587245460,5.17,42.56,6345,-5247,10,1,Flowrate Control,2200,220,50,49,118,27.73,24.37
3089,1587245462,5.09,42.01,6345,-159,10,5,Flowrate Control,2200,220,50,124,343,27.5,24.56
3089,1587245464,5.11,42.34,6345,-5019,10,1,Flowrate Control,2200,220,50,49,113,27.64,24.62
3089,1587245466,5.14,43.13,6345,-7030,10,5,Flowrate Control,2200,220,50,123,334,27.52,24.62
3089,1587245468,5.08,42.33,6345,-5203,10,1,Flowrate Control,2200,220,50,49,118,27.77,24.42
3089,1587245470,5.08,42.73,6345,-200,10,5,Flowrate Control,2200,220,50,122,333,27.52,24.58
3089,1587245472,5.11,43.05,6345,-5265,10,1,Flowrate Control,2200,220,50,49,118,27.4,24.41
3089,1587245474,5.13,42.64,6345,-294,10,5,Flowrate Control,2200,220,50,121,331,27.51,24.35
3089,1587245476,5.14,42.53,6345,-5234,10,1,Flowrate Control,2200,220,50,49,118,27.5,24.2
3089,1587245478,5.22,42.04,6345,-262,10,5,Flowrate Control,2200,220,50,122,332,27.66,24.16
3089,1587245480,5.22,42.88,6345,-5240,10,1,Flowrate Control,2200,220,50,49,113,27.48,23.99
3089,1587245482,5.27,42.19,6345,-276,10,5,Flowrate Control,2200,220,50,124,344,27.49,23.75
3089,1587245484,5.18,41.65,6345,-5276,10,1,Flowrate Control,2200,220,50,49,113,27.44,23.8
3089,1587245486,5.16,41.21,6345,-107,10,5,Flowrate Control,2200,220,50,122,332,27.18,23.69
3089,1587245488,5.16,41.55,6345,-5257,10,1,Flowrate Control,2200,220,50,49,113,27.4,23.85
3089,1587245490,5.21,41.49,6345,-11745,10,5,Flowrate Control,2200,220,50,83,292,27.31,24.03
3089,1587245492,5.12,42.12,6345,-4532,10,1,Flowrate Control,2200,220,50,48,109,27.26,23.91
3089,1587245494,5.13,42.3,6345,-9655,10,5,Flowrate Control,2200,220,50,81,293,27.01,24.09
3089,1587245496,5.11,41.63,6345,-4532,10,1,Flowrate Control,2200,220,50,48,113,26.95,24.05
3089,1587245498,5.12,41.62,6345,-96,10,5,Flowrate Control,2200,220,50,122,341,27.03,24.28
3089,1587245500,5.18,41.91,6345,-5302,10,1,Flowrate Control,2200,220,50,49,118,26.94,24.25
3089,1587245502,5.28,41.61,6345,-544,10,5,Flowrate Control,2200,220,50,122,333,27.02,24.12
3089,1587245504,5.26,41.04,6345,-5267,10,1,Flowrate Control,2200,220,50,49,118,26.95,24.33
3089,1587245506,5.19,41.81,6345,-163,10,5,Flowrate Control,2200,220,50,123,334,26.8,24.36
3089,1587245508,5.17,41.91,6345,-5273,10,1,Flowrate Control,2200,220,50,49,118,26.61,24.2
3089,1587245510,5.16,41.75,6345,-154,10,5,Flowrate Control,2200,220,50,122,332,26.51,24.08
3089,1587245512,5.06,42.07,6345,-5296,10,1,Flowrate Control,2200,220,50,49,113,26.54,24.24
3089,1587245514,4.97,42.3,6345,-301,10,5,Flowrate Control,2200,220,50,122,332,26.52,24.04
3089,1587245516,4.93,42.99,6345,-5298,10,1,Flowrate Control,2200,220,50,49,113,26.47,24.05
3089,1587245518,4.86,42.2,6345,-163,10,5,Flowrate Control,2200,220,50,130,342,26.63,24.07
3089,1587245520,4.83,41.39,6345,-5265,10,1,Flowrate Control,2200,220,50,49,118,26.51,24.13
3089,1587245522,4.88,41.55,6345,-272,10,5,Flowrate Control,2200,220,50,123,334,26.4,24.16
3089,1587245524,4.88,42.07,6345,-5311,10,1,Flowrate Control,2200,220,50,49,113,26.56,24.08
3089,1587245526,4.84,42.37,6345,-207,10,5,Flowrate Control,2200,220,50,122,332,26.7,23.93
3089,1587245528,4.79,41.66,6345,-5308,10,1,Flowrate Control,2200,220,50,49,118,26.45,24.01
3089,1587245530,4.77,42.11,6345,-55,10,5,Flowrate Control,2200,220,50,122,341,26.71,23.87
3089,1587245532,4.84,42.34,6345,-5018,10,1,Flowrate Control,2200,220,50,48,109,26.5,23.82
3089,1587245534,4.9,41.52,6345,-19436,10,4,Flowrate Control,2200,220,50,81,289,26.4,23.95
3089,1587245536,4.9,41.03,6345,-5018,10,1,Flowrate Control,2200,220,50,49,113,26.27,24.14
3089,1587245538,4.87,41.56,6345,-19442,10,4,Flowrate Control,2200,220,50,81,289,26.5,24.12
3089,1587245540,4.79,41.18,6345,-4532,10,1,Flowrate Control,2200,220,50,48,109,26.54,24.24
